category,title,content
science,Rotation,"system is invariant under rotation, then angular momentum is conserved. In astronomy, rotation is a commonly observed phenomenon; it includes both spin (auto-rotation)"
science,Alan Hale (astronomer),"Institute, which he founded, and which has as its mission the use of astronomy as a tool for breaking down international and intercultural barriers."
science,Vera Rubin Early Career Prize,the Division on Dynamical Astronomy of the American Astronomical Society. The prize recognizes excellence in dynamical astronomy. Recipients must have received
science,Azimuth,"in the signed range -180° to +180°. The concept is used in navigation, astronomy, engineering, mapping, geodesy, mining, and ballistics. The word azimuth"
science,Marc Davis (astronomer),"Marc Davis (born 1947) is an American professor of astronomy and physics at the University of California, Berkeley. Davis received his bachelor&#039;s degree"
science,Cavendish Astrophysics Group,The Cavendish Astrophysics Group (formerly the Radio Astronomy Group) is based at the Cavendish Laboratory at the University of Cambridge. The group operates
science,Ventspils International Radio Astronomy Centre,International Radio Astronomy Centre (Latvian: Ventspils Starptautiskais radioastronomijas centrs – VIRAC) is an ex-Soviet radio astronomy installation 30 km
science,Proxima Centauri,"Astronomy and Astrophysics. 323: L49–L52. Bibcode:1997A&amp;A...323L..49P. van Leeuwen, F. (2007). &quot;Validation of the new Hipparcos reduction&quot;. Astronomy"
history,World war,"A world war is an international conflict that involves most or all of the world&#039;s major powers. Conventionally, the term is reserved for the two major"
history,World War I,"World War I, or the First World War (28 July 1914 – 11 November 1918), also known as The Great War, was a global conflict between two coalitions: the Allies"
history,World War II,"World War II, or the Second World War (1 September 1939 – 2 September 1945), was a global conflict between two coalitions: the Allies and the Axis powers"
history,The World at War,The World at War is a 26-episode British documentary television series that chronicles the events of the Second World War and aired between 31 October
history,World War III,"World War III, also known as the Third World War, is a hypothetical future global conflict subsequent to World War I (1914–1918) and World War II (1939–1945)"
history,Allies of World War II,"Nations from 1942, were an international military coalition formed during World War II (1939–1945) to oppose the Axis powers. Its principal members were the"
history,World War II casualties,"World War II was the deadliest military conflict in history. An estimated total of 60–75 million deaths were caused by the conflict, including those who"
history,World War Z,World War Z: An Oral History of the Zombie War is a 2006 zombie apocalyptic horror novel written by American author Max Brooks. It is broken into eight
history,World War Z (film),"World War Z is a 2013 American action horror film starring Brad Pitt as Gerry Lane, a former United Nations investigator who travels the world seeking"
history,Aftermath of World War II,"The aftermath of World War II saw the rise of two global superpowers, the United States and the Soviet Union. The aftermath of World War II was also defined"
history,Pacific War,"The Pacific War, sometimes called the Asia–Pacific War or the Pacific Theater, was the theater of World War II fought between Japan and the Allies in"
history,Causes of World War I,"Identifying the causes of World War I remains a debated issue. World War I began in the Balkans on 28 July 1914, and hostilities ended on 11 November 1918"
history,Eastern Front (World War II),"Eastern Front, also known as the Great Patriotic War, or the German–Soviet War, was a theatre of World War II fought between the European Axis powers and"
history,World War II by country,"in the world participated in World War II. Most were neutral at the beginning, but relatively few nations remained neutral to the end. World War II pitted"
history,The War of the Worlds,The War of the Worlds is a science fiction novel by English author H. G. Wells about an attempted invasion of Earth by beings from the planet Mars with
history,List of timelines of World War II,of World War II. Timeline of events preceding World War II Timeline of World War II (1939) Timeline of World War II (1940) Timeline of World War II (1941)
history,Declarations of war during World War II,timeline of declarations of war during World War II. A declaration of war is a formal act by which one nation goes to war against another. The declaration
history,Causes of World War II,The causes of World War II have been given considerable attention by historians. The immediate precipitating event was the invasion of Poland by Nazi
history,List of aircraft of World War II,The list of aircraft of World War II includes all of the aircraft used by countries that were at war during World War II from the period between when
history,Prisoner of war,prison camp after World War II German prisoners of war in Allied hands (World War II) ICRC World War II U.S. POW Archives Korean War POW Archives Historic
history,Timeline of World War I,"list of the events of World War I in chronological order. Timeline of World War I (1917–1918) Diplomatic history of World War I Albertini 1953, p. 38"
history,Allies of World War I,France in World War I Germany in World War I Italy in World War I Romania in World War I United Kingdom in World War I United States in World War I Japan
history,War crimes in World War II,"World War II saw the largest scale of war crimes and crimes against humanity ever committed in an armed conflict, mostly against civilians and specific"
history,List of last surviving World War II veterans,"member of a notable group of World War II veterans, as identified by reliable sources. About 70 million people fought in World War II between 1939 and 1945"
history,World War I casualties,The total number of military and civilian casualties in World War I is estimated to be 15 to 22 million deaths and about 21 million wounded military personnel
history,United States in World War I,"involved in World War I after declaring war with Germany on April 6, 1917. The declaration ended nearly three years of American neutrality in the war since"
history,Aviation in World War I,World War I was the first major conflict involving the use of aircraft. Tethered observation balloons had already been employed in several wars and would
history,Post–World War II economic expansion,"The post–World War II economic expansion, also known as the postwar economic boom or the Golden Age of Capitalism was a broad period of worldwide economic"
history,Call of Duty: World at War,Call of Duty: World at War is a 2008 first-person shooter game developed by Treyarch and published by Activision. It is the fifth main installment of the
history,Military history of the United States during World War II,The military history of the United States during World War II covers the nation&#039;s role as one of the major Allies in their victory over the Axis powers
history,Tanks in World War I,The development of tanks in World War I was a response to the stalemate that developed on the Western Front. Although vehicles that incorporated the basic
history,European theatre of World War II,"The European theatre of World War II was one of the two main theatres of combat during World War II, lasting from September 1939 to May 1945. The Allied"
history,List of last surviving World War I veterans,"World War (28 July 1914 – 11 November 1918) who lived to 1999 or later, along with the last known veterans for countries that participated in the war"
history,Korea under Japanese rule,"incident. Beginning in 1939 and during World War II, Japan mobilized around 5.4 million Koreans to support its war effort. Many were moved forcefully from"
history,War crime,"American Civil War and the Hague Conventions of 1899 and 1907 for international war. In the aftermath of the Second World War, the war crime trials of"
history,Switzerland during World War I and World War II,"During World War I and World War II, Switzerland maintained armed neutrality and was not invaded by its neighbors, in part because of its heavily mountainous"
history,Aftermath of World War I,"The aftermath of World War I saw far-reaching and wide-ranging cultural, economic, and social change across Europe, Asia, and Africa, and in areas outside"
history,World War I reparations,"Following their defeat in World War I, the Central Powers agreed to pay war reparations to the Allied Powers. Each defeated power was required to make"
history,List of theaters and campaigns of World War II,"List of theatres and campaigns of World War II subdivides military operations of World War II and contemporary wars by war, then by theater and then by campaign"
history,Soviet Union in World War II,"on 1 September 1939, starting World War II. The Soviets invaded eastern Poland on 17 September. Following the Winter War with Finland, the Soviets were"
history,World War II casualties of the Soviet Union,"Union suffered about 27 million losses in World War II, including both civilian and military losses from all war-related causes, although exact figures are"
history,Consequences of the attack on Pearl Harbor,most significant consequence was the entrance of the United States into World War II. The US had previously been officially neutral and considered an isolationist
history,American entry into World War I,"The United States entered into World War I on 6 April 1917, more than two and a half years after the war began in Austria-Hungary. Apart from an Anglophile"
history,Allied war crimes during World War II,"There are many reported war crimes committed by Allied military forces in World War II. The armed forces of the Soviet Union, in particular, engaged in"
history,Artillery of World War I,"The artillery of World War I, improved over that used in previous wars, influenced the tactics, operations, and strategies that were used by the belligerents"
history,War World,"War World may refer to: War World (series), collaborative science fiction books set in the CoDominium universe of Jerry Pournelle War World (video game)"
history,War bond,funds for the war effort during both world wars. During World War II a War Savings Campaign was set up by the War Office to support the war effort. Local
history,World War Hulk,&quot;World War Hulk&quot; is a comic book crossover storyline that ran through a self-titled limited series and various titles published by Marvel Comics in 2007
history,Hypothetical Axis victory in World War II,hypothetical military victory of the Axis powers over the Allies of the Second World War (1939–1945) is a popular topic in the alternate history subgenre of speculative
history,Collaboration with Nazi Germany and Fascist Italy,"In World War II, many governments, organizations and individuals collaborated with the Axis powers, &quot;out of conviction, desperation, or under coercion&quot;"
history,Military history of the United Kingdom during World War II,"United Kingdom in World War II covers the Second World War against the Axis powers, starting on 3 September 1939 with the declaration of war by the United"
history,List of World War II video games,Below is a list of video games that center on World War II for their setting. A Stroke of Fate: Operation Valkyrie (2009) A Stroke of Fate: Operation
history,Genocide of Serbs in the Independent State of Croatia,"During World War II, Serbs were subjected to systematic persecution and genocide by the fascist Ustaše regime in the Nazi German puppet state known as"
history,History of the United Kingdom during the First World War,"First World War of 1914–1918. They fought against the Central Powers, mainly Germany. The armed forces were greatly expanded and reorganised—the war marked"
history,Military career of Adolf Hitler," the period during World War I when Hitler served as a Gefreiter (lance corporal) in the Bavarian Army, and the era of World War II when he served as"
history,List of World War II military aircraft of Germany,This list covers aircraft of the German Luftwaffe during the Second World War from 1939 to 1945. Numerical designations are largely within the RLM designation
history,List of World War II feature films,events of World War II in the narrative. There is a separate list of World War II TV series. The film or miniseries must be concerned with World War II (or
history,List of World War II battles,"This is a list of World War II battles encompassing land, naval, and air engagements as well as campaigns, military operations, and sieges. Campaigns"
history,Second Sino-Japanese War,"a period of war localized to Manchuria that started in 1931. It is often regarded as the beginning of World War II in Asia, as the wars became heavily"
history,Resistance during World War II,"During World War II, resistance movements operated in German-occupied Europe by a variety of means, ranging from non-cooperation to propaganda, hiding"
history,Tanks in World War II,"Tanks were an important weapons system in World War II. Although tanks in the inter-war years were the subject of widespread research, few were made,"
history,Technology during World War I,Technology during World War I (1914–1918) reflected a trend toward industrialism and the application of mass-production methods to weapons and to the
history,The Second World War (book series),"The Second World War is a history of the period from the end of the First World War to July 1945, written by Winston Churchill. Churchill labelled the"
history,Call of Duty: WWII,first title in the series to be set primarily during World War II since Call of Duty: World at War in 2008. The game&#039;s campaign is set in the European
history,World War Z (2019 video game),"World War Z is a third-person shooter video game developed and published by Saber Interactive. It was released for Microsoft Windows, PlayStation 4 and"
history,Thailand in World War II,"Thailand officially adopted a neutral position during World War II until the five hour-long Japanese invasion of Thailand on 8 December 1941, which led"
history,World War II reparations,"After World War II, both the Federal Republic and the Democratic Republic of Germany were obliged to pay war reparations to the Allied governments, according"
history,Chemical weapons in World War I,"of years, but the first large-scale use of chemical weapons was during World War I. Austria-Hungary, France, the German Empire, the United Kingdom, and"
history,World War II Memorial,World War II Memorial is a national memorial in the United States dedicated to Americans who served in the armed forces and as civilians during World
history,Wartime sexual violence,"combatants during an armed conflict, war, or military occupation. This type of violence is often committed as spoils of war, but in the case of ethnic conflict"
history,Eastern Front (World War I),"The Eastern Front or Eastern Theater, of World War I,  was a theater of operations that encompassed at its greatest extent the entire frontier between"
history,Strategic bombing during World War II,"World War II (1939–1945) involved sustained strategic bombing of railways, harbours, cities, workers&#039; and civilian housing, and industrial districts in"
history,Mediterranean and Middle East theatre of World War II,"also known as the Mediterranean Theater of War, was a major theatre of operations during the Second World War. The vast size of the theatre saw interconnected"
history,United States home front during World War II,"The United States home front during World War II supported the war effort in many ways, including a wide range of volunteer efforts and submitting to government-managed"
history,Korean War,"force under Chapter VII of the United Nations Charter. After the end of World War II in 1945, Korea, which had been a Japanese colony for 35 years, was"
history,Finland in World War II,"participated in the Second World War initially in a defensive war against the Soviet Union, followed by another, this time offensive, war against the Soviet Union"
history,Hungary in World War II,"During World War II, the Kingdom of Hungary was a member of the Axis powers. In the 1930s, the Kingdom of Hungary relied on increased trade with Fascist"
history,Rationing in the United Kingdom,"during the 20th century, during and immediately after a war. At the start of the Second World War in 1939, the United Kingdom was importing 20 million long"
history,Allied leaders of World War II,leaders of World War II listed below comprise the important political and military figures who fought for or supported the Allies during World War II. Engaged
history,The War of the Worlds (1938 radio drama),"&quot;The War of the Worlds&quot; was a Halloween episode of the radio series The Mercury Theatre on the Air which was broadcast live at 8 pm ET on October 30,"
history,Spain during World War II,"During World War II, the Spanish State under Francisco Franco espoused neutrality as its official wartime policy. This neutrality wavered at times, and"
history,Sweden during World War II,"Sweden maintained its policy of neutrality during World War II. When the war began on 1 September 1939, the fate of Sweden was unclear. But by a combination"
history,World War II in Yugoslavia,"World War II in the Kingdom of Yugoslavia began on 6 April 1941, when the country was invaded and swiftly conquered by Axis forces and partitioned among"
history,Japan during World War II,Japan participated in World War II from 1939 to 1945 as a member of the Axis. World War II and the Second Sino-Japanese War encapsulated a significant
history,Axis powers,"also Rome–Berlin–Tokyo Axis, was the military coalition which initiated World War II and fought against the Allies. Its principal members were Nazi Germany"
history,List of aircraft of Japan during World War II,Army and Imperial Japanese Navy during World War II. Trainer aircraft of the Imperial Japanese Navy during World War II were frequently modified from operational
history,World War Blue,"World War Blue (Japanese: 蒼い世界の中心で, Hepburn: Aoi Sekai no Chūshin de; lit. In the Center of the Blue World) is a Japanese fantasy manga series written"
history,Middle Eastern theatre of World War I,"The Middle Eastern theatre of World War I saw action between 30 October 1914 and 30 October 1918. The combatants were, on one side, the Ottoman Empire"
history,Russo-Ukrainian war,"country, starting the current phase of the war, the biggest conflict in Europe since World War II. The war has resulted in a refugee crisis and hundreds"
history,French Indochina in World War II,"(2012). War, Guilt, and World Politics after World War II. Cambridge University Press. p. 126. ISBN 978-1139510875. Huff, Gregg (2020). World War II and"
history,Ratlines (World War II),their collaborators to flee Europe from 1945 onwards in the aftermath of World War II. These routes mainly led toward havens in South America – particularly
history,List of World War II infantry weapons,"This is a list of World War II infantry weapons. In 1939, the Albanian Kingdom was invaded by Italy and became the Italian protectorate of Albania. It"
history,Lists of World War II flying aces,"Fighter aces in World War II had tremendously varying kill scores, affected as they were by many factors: the pilot&#039;s skill level, the performance of"
history,Canada in World War II,The history of Canada during the Second World War begins with the German invasion of Poland on 1 September 1939. While the Canadian Armed Forces were
history,Military history of Italy during World War II,"Italy entered World War II on 10 June 1940 by invading France, joining the German offensive already in progress. Italian dictator Benito Mussolini did"
history,Luftwaffe,"aerial-warfare branch of the Wehrmacht before and during World War II. Germany&#039;s military air arms during World War I, the Luftstreitkräfte of the Imperial Army and"
history,World War II Victory Medal,The World War II Victory Medal was a service medal of the United States military which was established by an Act of Congress on 6 July 1945 (Public Law
history,World War III (disambiguation),"World War III or Third World War in Wiktionary, the free dictionary. World War III is a hypothetical successor to World War II (1939–1945). World War"
history,Uniforms of the German Army (1935–1945),"of the Heer main uniforms, used by the German Army prior to and during World War II. Terms such as M40 and M43 were never designated by the Wehrmacht,"
history,Cold War,in the aftermath of the Second World War and ended with the dissolution of the Soviet Union in 1991. The term cold war is used because there was no direct
history,World War III in popular culture,"World War III, sometimes abbreviated to WWIII, is a common theme in popular culture. Since the 1940s, countless books, films, and television programmes"
history,War,"Anti-war movements have existed for every major war in the 20th century, including, most prominently, World War I, World War II, and the Vietnam War. In"
history,History of Germany during World War I,"During World War I, the German Empire was one of the Central Powers. It began participation in the conflict after the declaration of war against Serbia"
history,Pacific Ocean theater of World War II,"The Pacific Ocean theater of World War II was a major theater of the Pacific War, the war between the Allies and the Empire of Japan. It included the U"
history,African theatre of World War I,"The African theatre of the First World War comprises campaigns in North Africa instigated by the German and Ottoman empires, local rebellions against"
history,German World War II camouflage patterns,"German World War II camouflage patterns formed a family of disruptively patterned military camouflage designs for clothing, used and in the main designed"
history,Jeff Wayne's Musical Version of The War of the Worlds,"Jeff Wayne&#039;s Musical Version of The War of the Worlds is a studio double album by American-born British musician, composer, and record producer Jeff Wayne"
history,Naval history of World War II,"At the start of World War II, the Royal Navy was the strongest navy in the world, with the largest number of warships built and with naval bases across"
history,United States Army enlisted rank insignia of World War II,The U.S. Army enlisted rank insignia that was used during World War II differs from the current system. The color scheme used for the insignia&#039;s chevron
history,List of works based on The War of the Worlds,"The War of the Worlds (1898) is a science fiction novel by H. G. Wells. It describes the memoirs of an unnamed narrator in the suburbs of Woking, Surrey"
history,American propaganda during World War II,"During American involvement in World War II (1941–45), propaganda was used to increase support for the war and commitment to an Allied victory. Using"
history,War aims of the First World War,"The war aims of the First World War were formulated after the conflict began, reflecting the territorial, political, and economic objectives pursued by"
history,The War of the Worlds (disambiguation),The War of the Worlds is an 1898 science fiction novel by H. G. Wells. (The) War of the Worlds may also refer to these adaptations thereof: The War of
history,Post–Cold War era,"began in 1988 and marked the end of the Cold War by 1991, thereby leaving the United States as the world&#039;s sole superpower. At the same time, Europe experienced"
history,Propaganda in World War II,"in World War II (WWII) had the goals of influencing morale, indoctrinating soldiers and other military personnel, persuading citizens to buy war bonds"
history,Portugal during World War I,"United Kingdom. However, Portugal remained neutral from the start of World War I in 1914 until early 1916. In that time there were many hostile engagements"
history,List of German combat vehicles of World War II,German Wehrmacht used an extensive variety of combat vehicles during World War II. The VK.31 Leichttraktor (&quot;Light tractor&quot;) was an experimental German
history,2026 Iran war,"Since 28 February 2026, the United States and Israel have been engaged in a war with Iran and its regional allies. The conflict began when the US and Israel"
history,France during World War II,"occupation as part of the Western Front in World War II. The Western Front was a military theatre of World War II encompassing Denmark, Norway, Luxembourg"
history,The Third World War (Hackett novels),"The Third World War and The Third World War: The Untold Story are war novels by General Sir John Hackett, published in 1978 and 1982, by Macmillan in"
history,Italian front (World War I),Fronte italiano; German: Südwestfront) was one of the main theatres of war of World War I. It involved a series of military engagements along the border between
history,Our World War,Our World War is a 2014 British television drama mini-series based on first hand accounts of the soldiers who served in the First World War and how it
history,Lists of wars involving the United States,"declarations of war include the War of 1812 (United Kingdom), the Mexican–American War (Mexico), the Spanish–American War (Spain), World War I (Germany and"
history,German occupation of Norway,The occupation of Norway by Nazi Germany during the Second World War began on 9 April 1940 after Operation Weserübung. Conventional armed resistance to
history,History of Berlin,"devastations of World War II, during which Berlin suffered extensive bombing and the final Battle of Berlin in 1945. After World War II, Berlin became"
history,Prisoners of war in World War II,"Prisoners of war during World War II faced vastly different fates due to the POW conventions adhered to or ignored, depending on the theater of conflict"
history,Music in World War II,World War II was the first conflict to take place in the age of electronically distributed music. Many people in the war had a pressing need to be able
history,Wehrmacht,"of Germany&#039;s politico-military power. In the early part of the Second World War, the Wehrmacht employed combined arms tactics (close-cover air-support"
history,Ottoman Empire in World War I,"one of the Central Powers of World War I. Allied with the German Empire, Austria-Hungary, and Bulgaria; it entered the war on 29 October 1914 with a small"
history,First Congo War,"The First Congo War, also known as Africa&#039;s First World War, was a civil and international military conflict that lasted from 24 October 1996 to 16 May"
history,Netherlands in World War II,"World War II in the Netherlands can be broken down into four periods: September 1939 to May 1940: After the war broke out, the Netherlands declared neutrality"
history,Big Four (World War I),The Big Four or the Four Nations refer to the four top Allied powers of World War I and their leaders who met at the Paris Peace Conference in January 1919
history,Air warfare of World War II,"Air warfare was a major component in all theaters of World War II and, together with anti-aircraft warfare, consumed a large fraction of the industrial"
history,War crimes in World War I,"During World War I (1914–1918), belligerents from both the Allied Powers and Central Powers violated international criminal law, committing numerous war crimes"
history,Bulgaria during World War I,"Bulgaria participated in World War I on the side of the Central Powers from 14 October 1915, when the country declared war on Serbia, until 30 September"
history,Second Congo War,"The Second Congo War, also known as Africa&#039;s World War or the Great War of Africa, was a major conflict that began on 2 August 1998, in the Democratic"
history,List of military engagements of World War I,"This list of military engagements of World War I covers terrestrial, maritime, and aerial conflicts, including campaigns, operations, defensive positions"
history,Naval warfare of World War I,"Naval warfare in World War I was mainly characterised by blockade. The Allied powers, with their larger fleets and surrounding position, largely succeeded"
history,BBC World Service,"the Second World War, on the German-language service Londoner Rundfunk [de] especially against Nazi rule, believed in the early days of the war at least"
history,List of World War II feature films (1950–1989),list of World War II films (1950–1989) contains fictional feature films or miniseries released since 1950 which feature events of World War II in the
history,India in World War II,"During the Second World War (1939–1945), India was a part of the British Empire. British India officially declared war on Nazi Germany in September 1939"
history,Iceland in World War II,"At the beginning of World War II, Iceland was a sovereign kingdom in personal union with Denmark, with King Christian X as head of state. Iceland officially"
history,The Second World War (book),The Second World War is a 2012 narrative history of World War II by the British historian Antony Beevor. The book starts with the Japanese invasion of
history,"National World War I Memorial (Washington, D.C.)",National World War I Memorial is a national memorial commemorating the service rendered by members of the United States Armed Forces in World War I. The
history,Flying ace,"considered to be five or more. The concept of the &quot;ace&quot; emerged in 1915 during World War I, at the same time as aerial dogfighting. It was a propaganda term intended"
history,Timeline of World War II (1945),"timeline of the events that took place during 1945, the last year of World War II. 1: The Germans begin a surprise offensive (Operation Nordwind) in"
history,World at War,World at War could be an alternative name for World War II World(s) at War may also refer to: Another name for the Darkness Series (2000–2005) by Harry
history,Ranks and insignia of the German Army (1935–1945),"elements, in various forms: the National Emblem and the national colors. World War I caps had carried dual cockades or roundels, one in Imperial black-white-red"
history,Fallschirmjäger,) were the airborne forces branch of the Luftwaffe before and during World War II. They were the first paratroopers to be committed in large-scale airborne
history,World War II in Colour,World War II in Colour is a 13-episode British television docuseries recounting the major events of World War II narrated by Robert Powell. It was first
history,Latin America during World War II,"During World War II, a number of significant economic, political, and military changes took place in Latin America. The war caused considerable panic in"
history,Axis leaders of World War II,The Axis powers of World War II was established with the signing of the Tripartite Pact in 1940 and pursued a strongly militarist and nationalist ideology;
history,Timeline of Star Trek,"caused by incursions from the Temporal Cold War of the 27th-31st centuries, Nazi Germany wins World War II with the help of an alien species called the"
history,Emu War,"continued to cause crop destruction. Following World War I, large numbers of discharged veterans who served in the war were given land by the Australian government"
history,German tanks in World War II,"Nazi Germany developed numerous tank designs used in World War II. In addition to domestic designs, Germany also used various captured and foreign-built"
history,Women in World War II,"took on many different roles during World War II, including as combatants and workers on the home front. The war involved global conflict on an unprecedented"
history,Moldova,"the Parliament (Sfatul Țării), united with Romania. During the Second World War it was occupied by the Soviet Union which reclaimed it from Romania. It"
history,Zone rouge,"northeastern France that the French government isolated after the First World War. The land, which originally covered more than 1,200 square kilometres"
history,British Empire in World War II,"When the United Kingdom declared war on Nazi Germany in September 1939 at the start of World War II, it controlled to varying degrees numerous crown colonies"
history,Walt Disney's World War II propaganda production,"Between 1941 and 1945, during World War II, Walt Disney and his company were involved in the production of anti-Nazi and anti-Japanese propaganda films"
history,List of infantry weapons of World War I,This is a list of World War I infantry weapons. Edged weapons M1858/61 Kavalleriesäbel M1862 Infanteriesäbel M1873 Artilleriesäbel M1904 Kavalleriesäbel
history,Seven Years' War,"conflict as the &quot;First World War&quot; due to its truly global scale, with major campaigns spanning four continents. Although the War of the Austrian Succession"
history,The Second World War (disambiguation),"Second World War in Wiktionary, the free dictionary. The Second World War was a global war that lasted from 1939 to 1945. The Second World War may also"
history,The War of the Worlds (1953 film),The War of the Worlds (also known in promotional material as H. G. Wells&#039; The War of the Worlds) is a 1953 American science fiction thriller film directed
history,Sniper rifle,"for optimal accuracy. During World War I, the accuracy of the sniper rifle was greatly improved. By the end of World War II, snipers were reported to"
history,Greece during World War I,"At the outbreak of World War I in August 1914, the Kingdom of Greece remained neutral. Nonetheless, in October 1914, Greek forces once more occupied Northern"
history,Spanish–American War,Spain before the war regarded the spreading of &quot;civilization&quot; and Christianity as Spain&#039;s main objective and contribution to the New World. The concept of
history,Belgium in World War I,"The history of Belgium in World War I traces Belgium&#039;s role between the German invasion in 1914, through the continued military resistance and occupation"
history,Four Policemen,a guarantor of world peace. Their members were called the Four Powers during World War II and were the four major Allies of World War II: the United Kingdom
history,Star Wars,Star Wars is an American media franchise created by George Lucas. The space opera saga began with the original Star Wars film (1977) and quickly became
history,Casus belli,"galvanize internal support for the war and to gain the support of potential allies.[citation needed] In the post–World War II era, the UN Charter prohibits"
history,American Revolutionary War,"The American Revolutionary War (April 19, 1775 – September 3, 1783), also known as the Revolutionary War or American War of Independence, was the armed"
history,War of the Worlds (2019 TV series),War of the Worlds is a science fiction television series produced by Fox Networks Group and StudioCanal-backed Urban Myth Films. The series was created
history,World War II in the Slovene Lands,World War II in the Slovene Lands started in April 1941 and lasted until May 1945. The Slovene Lands were in a unique situation during World War II in
history,Ethiopian Empire,"Eritrea and the Italian Somaliland colonies to the south-east. During World War II, the Italians were driven out of Ethiopia with the help of the British"
history,Asian and Pacific theatre of World War I,"During World War I, conflict on the Asian continent and the islands of the Pacific included naval battles, the Allied conquest of German colonial possessions"
history,Indochina wars,"During the aftermath of World War II and the Cold War, the Indochina wars (Vietnamese: Chiến tranh Đông Dương) were a series of wars which were waged in Indochina"
history,List of French villages destroyed in World War I,"World War, specifically at the time of the Battle of Verdun in 1916, many villages in northern France were destroyed by the fighting. After the war,"
history,War of the Worlds (2025 film),War of the Worlds is a 2025 American screenlife science fiction film based on the 1898 novel by H. G. Wells. The film was directed by Rich Lee with a
history,War poetry,"War poetry is poetry on the topic of war. While the term is applied especially to works of the First World War, the term can be applied to poetry about"
history,East African campaign (World War II),"military campaign fought in East Africa during the Second World War by the Allies of World War II, mainly from the British Empire, against Italy and its"
history,Outline of World War II,"provided as an overview of and topical guide to World War II: World War II, or the Second World War was a global military conflict that was fought between"
history,FIFA World Cup,"exception of 1942 and 1946 due to World War II. The reigning champions are Argentina, who won their third title at the 2022 World Cup by defeating France. The"
history,Irish neutrality during World War II,"the instigation of the Taoiseach Éamon de Valera upon the outbreak of World War II in Europe. It was maintained throughout the conflict, in spite of several"
history,List of Japanese Navy ships and war vessels in World War II,Japanese Naval ships and war vessels in World War II is a list of seafaring vessels of the Imperial Japanese Navy in World War II. It includes submarines
history,Propaganda in World War I,World War I was the first war in which mass media and propaganda played a significant role in keeping the people at home informed on what occurred on
history,Technology during World War II,Technology played a significant role in World War II. Some of the technologies used during the war were developed during the interwar years of the 1920s
history,Foyle's War,"Foyle&#039;s War is a British detective drama television series set during and shortly after the Second World War, created by Midsomer Murders screenwriter"
history,Post-war consensus,"post-war Britain shared a consensus supporting view, from the end of World War II in Europe in 1945 to the late-1970s. It ended during the governance"
history,British armoured formations of the Second World War,"During the Second World War the British Army deployed armoured divisions and independent armoured and tank brigades. During the interwar period, the British"
history,Canada in World War I,"history of Canada in World War I began on August 4, 1914, when the United Kingdom entered the First World War (1914–1918) by declaring war on Germany. The"
history,Russo-Ukrainian war (2022–present)," starting the largest and deadliest war in Europe since World War II, in a major escalation of the existing war between the two countries that began"
history,Home front during World War II,war. World War II was a total war; homeland military production became vital to both the Allied and Axis powers. Life on the home front during World War
history,Japan during World War I,Japan participated in World War I from 1914 to 1918 as a member of the Allies/Entente and played an important role against the Imperial German Navy. Politically
history,Nazi Germany,"when the Allies defeated Germany and entered the capital, Berlin, ending World War II in Europe. After Hitler was appointed Chancellor of Germany in 1933"
history,Belgium in World War II,"Despite being neutral at the start of World War II, Belgium and its colonial possessions found themselves at war after the country was invaded by German"
history,Maquis (World War II),"of French and Belgian Resistance fighters, called maquisards, during World War II. Initially, they were composed of young, mostly working-class men who"
history,World War Zimmerman,&quot;World War Zimmerman&quot; is the third episode in the seventeenth season of the American animated television series South Park. The 240th episode of the series
history,Spain during World War I,"Spain remained neutral throughout World War I between 28 July 1914 and 11 November 1918, and despite domestic economic difficulties, it was considered"
history,World War 3 (1995),The 1995 World War 3 was the inaugural World War 3 professional wrestling pay-per-view (PPV) event produced by World Championship Wrestling (WCW). The
history,End of World War II in Europe,"The end of World War II in Europe occurred in May 1945. Following the suicide of Adolf Hitler on 30 April, leadership of Nazi Germany passed to Grand"
history,American theater of World War II,"The American theater was a theater of operations during World War II including all continental American territory, and extending 200 miles (320 km) into"
history,Indian Army during World War I,"involved in World War I as part of the British Empire. More than one million Indian troops served overseas, of whom more than 60,000 died during the war. In World"
history,Chinese Civil War,"eventual help from the Allies of World War II. However, armed clashes between the groups remained common. The civil war resumed as soon as it became apparent"
history,List of Medal of Honor recipients for World War II,list of Medal of Honor recipients for World War II. The Medal of Honor was created during the American Civil War and is the highest military decoration
history,War on terror,"&quot;World War III&quot;, &quot;World War IV&quot; (assuming the Cold War was World War III), &quot;Bush&#039;s War on Terror&quot;, &quot;The Long War&quot;, &quot;The Forever War&quot;, &quot;The Global War on"
history,History of Austria-Hungary during World War I,"World War I began when Austria-Hungary invaded Serbia in July 1914, following the Assassination of Archduke Franz Ferdinand by Gavrilo Princip. Austria-Hungary"
history,German casualties in World War II,Statistics for German World War II military casualties are divergent. The wartime military casualty figures compiled by the Oberkommando der Wehrmacht
history,List of aircraft of the United States during World War II,"A list of USAAF, USN, USCG, and USMC aircraft from World War II. Aeronca LNR - Observation/liaison/trainer Beechcraft SNB Navigator - Trainer Beechcraft"
history,American Civil War, The technology and brutality of the Civil War foreshadowed the coming world wars. The origins of the war were rooted in the desire of the Southern states
history,Propaganda in Japan during the Second Sino-Japanese War and World War II,"just before and during World War II, was designed to assist the governing regime. Many of its elements were continuous with pre-war themes of Shōwa statism"
history,Genocides in history (World War I through World War II),"conception, and it was originally promoted by the World Jewish Congress. In 1915, during World War I, the concept of crimes against humanity was introduced"
